id,p11,p13,p16,p18,p20,p22,p23,p24,p27,p28,p33,p35,p39,p43,p46,p50,p52,p56,p58,p60,p65,p68,p73,p77,income,p82,p85
调查户6553,47,2,0,0,1,61.83921803,37.16337522,0,0,0.997406742,1,1,1,0,7,0,0,2500,70,2005,80,2,2,0,25065,23576.22342,10518.00409
调查户6554,79,1,0,1,0,0,13.97624039,0,4.658746797,81.36501281,0,0,0,150,0,1,0,300,0,2903,60,2,3,0,4293,23576.22342,10518.00409
调查户6555,68,4,1,1,1,0,12.90649121,0,0,87.09350879,0,1,1,0,12,0,0,3000,900,2560,360,2,1,0,19757.5,23576.22342,10518.00409
调查户6556,49,4,0,0,0,0,48.64091559,35.76537911,-2.861230329,18.45493562,0,0,1,0,20,0,1,0,0,8520,180,2,4,0,13980,23576.22342,10518.00409
调查户6557,47,4,1,1,0,42.6742532,9.103840683,0,0,48.22190612,1,1,1,0,3,0,0,2000,0,3380,150,2,4,0,8787.5,23576.22342,10518.00409
调查户6558,65,4,1,1,0,0,9.867406722,0,0,90.13259328,0,1,1,0,4,0,0,2000,555,2550,180,2,4,0,12161.25,23576.22342,10518.00409
调查户6559,71,2,1,1,1,0,2.973240833,0,0,97.02675917,0,1,1,300,0,1,0,3000,0,1890,200,2,1,0,20180,23576.22342,10518.00409
调查户6560,58,2,0,0,0,0,6.87683511,0,0,93.12316489,0,1,0,0,5,0,0,1000,0,720,200,2,5,0,32355,23576.22342,10518.00409
调查户6561,59,3,0,0,1,0,44.7125621,0,0,55.2874379,0,1,0,0,5,0,0,3000,200,13830,220,2,1,0,9393.333333,23576.22342,10518.00409
调查户6562,61,3,0,1,1,12.14624074,68.86918499,0,0,18.98457427,1,0,1,0,6,0,0,1500,200,1096,110,2,2,0,5488.666667,23576.22342,10518.00409
调查户6563,53,2,0,0,0,29.48765205,34.05823811,0,0,36.45410984,1,1,0,0,6,0,0,5000,3500,900,220,2,5,1,13565,23576.22342,10518.00409
调查户6564,57,2,0,0,0,93.1279345,4.656396725,0,0,2.215668775,0,1,1,250,0,1,0,600,0,421,130,2,5,0,12885.5,23576.22342,10518.00409
调查户6565,68,4,1,1,1,0,6.676788241,0,0,93.32321176,0,1,0,0,1.5,0,0,5000,0,2492,220,2,1,0,14490.5,23576.22342,10518.00409
调查户6566,52,2,0,0,0,22.02643172,24.04552129,0,-1.101321586,55.02936858,1,1,0,0,10,0,1,0,0,500,220,2,5,0,13620,23576.22342,10518.00409
调查户6567,63,4,0,1,1,39.93610224,47.92332268,0,0,12.14057508,1,0,0,0,4,0,0,20000,12000,680,240,2,1,0,3130,23576.22342,10518.00409
调查户6568,66,4,0,1,1,0,14.21091997,0,0,85.78908003,0,1,1,0,8,0,0,200,0,3120,220,2,2,0,13370,23576.22342,10518.00409
调查户6569,62,4,1,1,1,16.80672269,11.09243697,0,0,72.10084034,1,1,0,0,6,0,0,0,0,1000,220,2,1,0,14875,23576.22342,10518.00409
调查户6570,49,2,0,0,0,58.34305718,2.333722287,0,1.944768573,37.37845196,1,1,0,0,0,1,0,0,0,700,300,3,4,0,25710,23576.22342,10518.00409
调查户6571,57,3,0,0,0,27.13152004,5.528047209,27.13152004,0,40.2089127,1,1,0,0,3.5,0,0,0,0,500,240,2,5,0,24571.66667,23576.22342,10518.00409
调查户6572,44,4,1,0,1,99.76057462,9.976057462,0,0,-9.736632083,1,0,0,0,4,1,0,0,0,680,220,2,1,0,12530,23576.22342,10518.00409
调查户6573,27,2,0,0,0,0,3.050330452,0,0,96.94966955,0,1,0,0,0,1,0,600,0,500,360,2,5,0,19670,23576.22342,10518.00409
调查户6574,46,2,0,0,1,0,3.955174687,0,2.636783125,93.40804219,0,1,0,0,0,1,0,0,0,700,220,2,2,0,15170,23576.22342,10518.00409
调查户6575,61,2,0,1,1,0,25.11514105,0,-6.044905009,80.92976396,0,1,0,0,25,0,1,10000,0,750,140,2,2,0,34740,23576.22342,10518.00409
调查户6576,54,1,0,0,1,0,11.86515857,0,0,88.13484143,0,1,0,0,5,0,0,200,0,500,240,2,1,0,45090,23576.22342,10518.00409
调查户6577,56,5,1,0,1,18.48428835,25.26186075,0,0,56.25385089,1,1,0,0,8,0,0,600,0,890,240,2,1,0,6492,23576.22342,10518.00409
调查户6578,51,3,0,0,1,20.04008016,23.14629259,0,0,56.81362725,1,1,0,0,15,0,0,3000,0,1100,220,2,2,0,16633.33333,23576.22342,10518.00409
调查户6579,52,4,1,0,1,22.59376412,11.29688206,0,0,66.10935382,1,1,0,0,4,0,0,4500,500,1000,220,2,1,0,11065,23576.22342,10518.00409
调查户6580,44,4,1,1,0,0,12.33342784,85.05812305,0,2.608449107,0,0,0,0,3,0,0,500,0,520,220,2,4,0,8817.5,23576.22342,10518.00409
调查户6581,51,5,1,0,1,59.73715651,10.3046595,0,0,29.95818399,1,1,0,0,6,0,0,10000,4000,1000,220,2,1,0,13392,23576.22342,10518.00409
调查户6582,75,3,1,1,0,0,12.86296485,0,0,87.13703515,0,1,0,0,5,0,0,1000,0,750,220,2,3,0,13086.66667,23576.22342,10518.00409
调查户6583,44,2,1,1,1,0,8.620689655,0,0,91.37931034,0,1,0,0,4.5,0,0,8000,0,3000,220,2,1,0,23200,23576.22342,10518.00409
调查户6584,38,3,1,0,1,92.79020135,8.699081377,0,0,-1.489282732,0,1,0,0,3,0,0,100,0,528,220,2,1,0,14369.33333,23576.22342,10518.00409
调查户6585,67,2,0,1,1,0,53.38859093,0,0,46.61140907,0,0,1,0,15,0,0,2000,0,5040,220,2,1,0,10255,23576.22342,10518.00409
调查户6586,46,5,0,1,1,63.77144315,17.43086113,0,0,18.79769573,1,1,0,0,8,0,0,400,0,1383,240,2,1,0,9408.6,23576.22342,10518.00409
调查户6587,56,3,1,0,1,10.85579881,13.73258549,0,0,75.4116157,1,1,1,0,3.5,0,0,10000,6000,490,100,2,1,0,9211.666667,23576.22342,10518.00409
调查户6588,46,4,1,0,0,83.4028357,18.14011676,0,0,-1.54295246,1,0,0,0,3,0,0,0,0,490,220,2,5,0,5995,23576.22342,10518.00409
调查户6589,75,1,0,1,1,0,2.106002106,0,0.421200421,97.47279747,0,0,0,150,0,1,0,500,500,26810,45,2,2,0,28490,23576.22342,10518.00409
调查户6590,67,5,1,1,1,13.8210633,7.186952916,0,0,78.99198378,1,1,1,0,5,0,0,1000,0,1436,90,2,2,0,4341.2,23576.22342,10518.00409
调查户6591,41,4,0,1,1,4.82334499,20.83685036,0,-2.025804896,76.36560955,1,1,1,0,12,0,1,10000,5000,11870,240,2,1,0,10366.25,23576.22342,10518.00409
调查户6592,54,3,0,0,1,50.999592,33.1497348,0,-3.671970624,19.52264382,1,0,1,0,5,0,1,17000,15000,1344,240,2,2,0,3268,23576.22342,10518.00409
调查户6593,50,2,0,0,1,62.47657129,36.73622392,0,-3.748594277,4.535799075,1,0,1,0,9,0,1,1000,0,616,220,2,1,0,8003,23576.22342,10518.00409
调查户6594,58,2,0,1,0,69.58942241,13.56993737,0,0,16.84064022,1,0,1,0,1,0,0,0,0,150,120,2,3,0,7185,23576.22342,10518.00409
调查户6595,65,6,1,1,1,48.05181239,36.14331975,0,-0.814791601,16.61965946,1,0,1,0,10,0,1,25000,10000,3285,240,2,1,0,7977.5,23576.22342,10518.00409
调查户6596,59,3,1,0,1,12.16051885,19.57843535,0,0,68.2610458,1,1,0,0,6,0,0,0,0,900,240,2,2,0,8223.333333,23576.22342,10518.00409
调查户6597,49,3,1,1,1,0,7.081038552,0,2.753737215,90.16522423,0,1,1,400,0,1,0,3000,600,1320,240,2,2,0,8473.333333,23576.22342,10518.00409
调查户6598,84,5,0,1,0,53.71290453,18.78608836,0,0,27.50100712,1,0,1,0,3.5,0,0,4000,3200,4380,220,2,3,0,7447,23576.22342,10518.00409
调查户6599,35,1,1,0,0,0,14.21800948,0,7.109004739,78.67298578,0,0,0,150,0,1,0,3000,3000,3320,240,2,4,0,4220,23576.22342,10518.00409
调查户6600,58,2,0,0,1,0,8.262108262,0,0.56980057,91.16809117,0,0,0,0,1,1,0,100,0,31600,70,2,2,0,17550,23576.22342,10518.00409
调查户6601,77,3,0,1,1,54.46623094,8.460421206,0,0,37.07334786,1,0,1,0,4,0,0,1000,0,17100,260,2,1,0,18360,23576.22342,10518.00409
调查户6602,68,5,0,1,1,25.89415763,24.27577278,0,2.589415763,47.24065383,1,1,1,0,4,1,0,1000,0,6985,200,2,1,0,6179,23576.22342,10518.00409
调查户6603,55,5,1,0,1,54.70160276,8.569917765,0,0.547016028,36.18146345,1,0,1,0,1,1,0,1000,0,17023,140,2,1,0,10968.6,23576.22342,10518.00409
调查户6604,66,1,0,1,1,8.156606852,1.63132137,0,0.54377379,89.66829799,1,0,0,150,0,1,0,5000,0,26320,240,2,1,0,36780,23576.22342,10518.00409
调查户6605,62,6,1,1,1,0,22.869411,56.00672081,-0.373378139,21.49724634,0,0,1,0,8,0,1,300,0,1425,220,2,1,0,8927.5,23576.22342,10518.00409
调查户6606,45,1,1,0,1,0,2.677376171,0,0,97.32262383,0,1,1,0,0,0,0,20000,15000,600,240,2,2,0,22410,23576.22342,10518.00409
调查户6607,68,3,0,1,1,62.46746486,23.4903696,0,0,14.04216554,0,1,0,0,10,0,0,2000,0,13740,120,2,1,0,25613.33333,23576.22342,10518.00409
调查户6608,61,1,0,1,0,9.493670886,42.72151899,0,0,47.78481013,1,0,1,0,2,0,0,0,0,200,40,1,3,0,6320,22322.22691,9952.438
调查户6609,42,3,1,0,1,0,4.245283019,0,0.471698113,95.28301887,0,1,1,300,0,1,0,10000,3000,800,90,2,1,0,14133.33333,22322.22691,9952.438
调查户6610,57,3,0,0,1,0,5.099150142,0,0.283286119,94.61756374,0,1,1,500,0,1,0,1000,0,600,200,2,2,0,11766.66667,22322.22691,9952.438
调查户6611,67,2,0,1,1,0,10.05899259,0,0,89.94100741,0,1,1,0,2.5,0,0,0,0,370,110,1,2,0,16527.5,22322.22691,9952.438
调查户6612,48,3,0,0,1,95.41984733,4.225736096,0,0,0.354416576,1,0,0,0,2.5,0,0,0,0,600,450,2,2,0,24453.33333,22322.22691,9952.438
调查户6613,47,3,0,0,0,70.58159232,8.243929983,0,-0.635234331,21.80971203,1,1,0,0,14,0,1,1000,0,4030,280,2,5,1,23613.33333,22322.22691,9952.438
调查户6614,54,2,0,0,1,0,0.864615606,72.05130053,7.205130053,19.87895382,0,1,1,375,0,1,0,0,0,600,220,2,1,0,69395,22322.22691,9952.438
调查户6615,39,2,0,1,1,0,10.92763477,0,0,89.07236523,0,1,1,0,2.5,0,0,10000,5000,980,80,2,2,0,10295,22322.22691,9952.438
调查户6616,57,4,0,1,1,0,6.73486786,0,0,93.26513214,0,1,1,0,3.8,0,0,4000,1000,370,120,2,2,0,14662.5,22322.22691,9952.438
调查户6617,36,6,0,1,1,72.48322148,17.31543624,0,0,10.20134228,1,1,1,250,3,0,0,7000,3000,0,350,3,1,1,4966.666667,22322.22691,9952.438
调查户6618,66,3,0,1,1,93.79396592,4.377051743,0,0,1.828982335,1,0,0,375,0,1,0,1500,750,260,100,1,1,0,21323.33333,22322.22691,9952.438
调查户6619,37,2,0,0,0,95.53379508,6.591831861,0,0,-2.125626941,1,0,0,0,3,0,0,0,0,250,240,2,5,1,20935,22322.22691,9952.438
调查户6620,29,3,1,0,0,0,5.543578688,0,0,94.45642131,0,1,0,700,0,0,0,800,0,350,130,2,4,0,10823.33333,22322.22691,9952.438
调查户6621,51,3,1,0,0,40.02668446,5.781632199,0,0,54.19168334,1,1,0,500,0,0,0,600,0,350,200,2,5,0,14990,22322.22691,9952.438
调查户6622,42,4,1,0,1,92.13557091,7.89733465,0,0,-0.032905561,1,0,0,400,0,0,0,30000,10000,370,180,2,1,1,7597.5,22322.22691,9952.438
调查户6623,39,5,1,1,1,89.84725966,5.39083558,0,0,4.761904762,1,0,0,500,0,0,0,3000,1000,340,130,2,1,0,11130,22322.22691,9952.438
调查户6624,74,5,1,1,0,83.44459279,13.14252336,0,0,3.412883845,1,0,0,0,2.4,0,0,2000,0,726,120,1,5,0,9587.2,22322.22691,9952.438
调查户6625,44,5,1,0,1,91.22006842,9.122006842,0,0,-0.342075257,1,0,0,625,0,0,0,10000,1000,200,50,1,1,1,8770,22322.22691,9952.438
调查户6626,50,6,0,0,1,58.49663644,11.49458906,0,0,30.0087745,1,1,0,0,2.4,0,0,500,300,500,120,2,2,1,11396.66667,22322.22691,9952.438
调查户6627,63,2,1,1,0,0,14.67889908,0,0,85.32110092,0,1,0,960,0,0,0,0,0,350,110,2,5,0,10900,22322.22691,9952.438
调查户6628,76,3,0,1,1,86.08321377,5.164992826,0,0.286944046,8.464849354,0,1,0,0,0,1,0,1000,0,140,200,2,1,0,11616.66667,22322.22691,9952.438
调查户6629,64,2,0,1,0,0,13.87082792,0,0,86.12917208,0,1,0,375,0,0,0,2000,300,320,100,1,5,0,11535,22322.22691,9952.438
调查户6630,43,5,1,0,0,94.15087678,4.707543839,0,0,1.141579381,1,0,0,800,0,0,0,1000,0,320,100,1,5,0,16994,22322.22691,9952.438
调查户6631,43,6,0,1,1,73.83149747,8.038106579,0,0,18.13039595,1,1,0,0,2.4,0,0,0,0,11980,150,2,1,1,11196.66667,22322.22691,9952.438
调查户6632,48,3,1,0,1,72.18479307,23.82098171,0,0,3.994225217,1,1,0,0,6,0,0,2000,0,240,300,2,1,0,13853.33333,22322.22691,9952.438
调查户6633,53,4,0,1,1,94.67704608,5.325583842,0,0,-0.002629918,1,0,0,0,3,0,0,2000,0,423,120,1,1,0,19012,22322.22691,9952.438
调查户6634,71,3,0,1,1,0,7.943512798,0,0,92.0564872,0,1,0,300,0,0,0,20000,10000,200,120,1,1,0,7553.333333,22322.22691,9952.438
调查户6635,42,4,1,1,1,0,18.86792453,0,0,81.13207547,0,1,0,300,0,0,0,2000,1000,300,90,2,2,0,3180,22322.22691,9952.438
调查户6636,65,4,1,1,1,95.54140127,2.939735424,0,0,1.518863302,1,1,0,0,0,1,0,1000,600,200,240,2,1,0,20410,22322.22691,9952.438
调查户6637,74,2,0,1,0,0,10.87177403,0,0,89.12822597,0,1,0,0,2.5,0,0,6000,2000,420,100,1,3,0,24605,22322.22691,9952.438
调查户6638,34,2,1,0,1,0,5.97501358,0,0,94.02498642,0,1,0,500,0,1,0,20000,0,0,140,2,2,1,18410,22322.22691,9952.438
调查户6639,64,4,1,1,0,82.6446281,9.366391185,0,0,7.988980716,1,0,1,500,0,1,0,12000,4800,300,360,2,4,1,9075,22322.22691,9952.438
调查户6640,35,4,1,0,1,124.5330012,7.471980075,0,0,-32.00498132,1,0,0,500,0,0,0,10000,3000,0,250,2,1,1,8030,22322.22691,9952.438
调查户6641,39,1,1,0,1,0,10.68999028,0,0,89.31000972,0,1,0,375,0,0,0,1000,200,0,100,2,1,1,10290,22322.22691,9952.438
调查户6642,48,4,0,1,0,0,11.35604542,86.84034736,0,1.803607214,0,0,0,1000,0,0,0,8000,4000,0,50,1,5,1,7485,22322.22691,9952.438
调查户6643,24,4,0,0,1,0,2.346270408,0,0.586567602,97.06716199,0,1,1,850,0,1,0,20000,12000,700,260,2,1,0,25572.5,22322.22691,9952.438
调查户6644,39,2,1,0,1,0,3.669724771,0,0.611620795,95.71865443,0,1,1,375,0,1,0,0,0,800,80,2,2,0,16350,22322.22691,9952.438
调查户6645,53,5,0,0,1,0,21.28414331,70.94714438,0,7.768712309,0,0,1,625,0,0,0,10000,3000,400,360,3,2,0,5638,22322.22691,9952.438
调查户6646,61,1,0,1,0,55.71030641,5.571030641,0,0,38.71866295,1,0,1,0,0,1,0,0,0,1300,0,2,5,0,10770,22322.22691,9952.438
调查户6647,67,1,0,1,0,0,19.41747573,0,0,80.58252427,0,0,1,80,0,1,0,1000,400,100,200,3,3,0,3090,22322.22691,9952.438
调查户6648,48,1,0,0,1,51.90311419,10.38062284,0,2.595155709,35.12110727,1,0,1,125,0,1,0,200,0,100,30,1,1,0,5780,22322.22691,9952.438
调查户6649,68,2,0,1,1,0,1.511335013,0,0.944584383,97.5440806,0,1,1,1150,0,1,0,8000,2000,950,240,3,1,0,39700,22322.22691,9952.438
调查户6650,77,1,0,1,0,0,11.27819549,0,5.639097744,83.08270677,0,0,1,100,0,1,0,2000,0,1670,50,1,3,0,5320,22322.22691,9952.438
调查户6651,52,1,0,0,1,0,14.1509434,0,3.537735849,82.31132075,0,0,1,125,0,1,0,0,0,1450,60,2,2,0,4240,22322.22691,9952.438
调查户6652,74,2,0,1,0,0,16.71309192,0,0,83.28690808,0,0,1,250,0,1,0,4000,1000,700,90,1,3,0,3590,22322.22691,9952.438
调查户6653,77,1,0,1,1,0,14.05152225,0,4.215456674,81.73302108,0,0,1,180,0,1,0,900,450,310,20,2,2,0,4270,22322.22691,9952.438
调查户6654,60,2,0,0,1,55.19416519,28.44470727,0,0,16.36112754,1,1,1,0,4.5,0,0,14000,7000,495,50,2,1,1,6341.25,22322.22691,9952.438
调查户6655,47,1,0,0,1,0,9.186500888,0,0,90.81349911,0,1,1,0,4.5,0,0,700,350,495,50,1,1,1,35187.5,22322.22691,9952.438
调查户6656,52,1,0,0,1,0,1.642935378,0,0.821467689,97.53559693,0,1,1,270,0,1,0,100,0,13420,80,2,1,0,36520,22322.22691,9952.438
调查户6657,80,3,0,1,0,0,66.22936945,0,-3.173931443,36.944562,0,0,1,0,10,0,1,300,0,3700,60,1,5,0,7876.666667,22322.22691,9952.438
调查户6658,22,1,0,0,0,0,1.133144476,0,0,98.86685552,0,1,1,270,0,1,0,0,0,14500,80,2,5,0,52950,22322.22691,9952.438
调查户6659,42,1,1,0,1,0,0.915261994,0,0,99.08473801,0,1,1,600,0,1,0,10000,0,600,40,2,1,1,65555,22322.22691,9952.438
调查户6660,47,2,0,0,1,0,3.909734978,0,0,96.09026502,0,1,1,450,1,0,0,3500,0,320,240,2,1,1,19055,22322.22691,9952.438
调查户6661,52,3,0,0,1,92.83614421,3.326628501,0,0,3.837227294,1,1,1,200,2,0,0,60000,15000,380,120,2,1,1,21543.33333,22322.22691,9952.438
调查户6662,44,3,1,1,0,38.19354839,4.64516129,0,0,57.16129032,1,1,1,0,0,1,0,2000,0,13400,360,2,4,0,12916.66667,22322.22691,9952.438
调查户6663,68,6,1,1,0,59.80066445,11.96013289,0,0,28.23920266,1,0,0,700,0,0,0,2000,0,600,140,2,5,0,5016.666667,22322.22691,9952.438
调查户6664,46,4,0,0,1,73.07270734,15.52795031,0,0,11.39934235,1,0,1,0,4,0,0,500,0,600,300,2,2,1,6842.5,22322.22691,9952.438
调查户6665,58,3,1,0,0,48.57906242,4.372115618,0,0,47.04882196,0,1,1,300,0,0,0,7000,0,400,120,2,5,0,13723.33333,22322.22691,9952.438
调查户6666,29,4,0,0,1,11.86873183,3.495341523,0,0,84.63592665,1,1,1,0,7,0,0,6000,0,900,250,3,1,1,21063.75,22322.22691,9952.438
调查户6667,74,1,0,1,0,0,26.70226969,0,0,73.29773031,0,0,0,150,0,0,0,2000,2000,3432,60,1,3,0,5992,95968.61173,12588.16
调查户6668,61,1,0,1,0,0,24.48657188,0,0,75.51342812,0,0,0,0,1,0,0,200,200,3220,40,3,3,0,6330,95968.61173,12588.16
调查户6669,63,1,0,1,0,0,32.86680296,0,0,67.13319704,0,0,0,0,2,0,0,2800,2800,3309,60,2,5,0,6359,95968.61173,12588.16
调查户6670,67,1,0,1,1,26.56042497,7.96812749,0,0,65.47144754,1,0,0,180,0,1,0,190,0,3970,40,2,2,0,7530,95968.61173,12588.16
调查户6671,61,1,0,1,1,36.76470588,14.80800654,0,0,48.42728758,1,0,0,0,1,0,0,200,100,3382,37,2,1,0,9792,95968.61173,12588.16
调查户6672,74,1,0,1,0,0,39.51701427,0,0,60.48298573,0,0,0,150,,0,0,1460,1460,4150,130,1,3,0,9110,95968.61173,12588.16
调查户6673,80,1,0,1,0,0,11.74168297,0,0,88.25831703,0,0,0,175,0,1,0,2000,500,3350,45,1,3,1,5110,95968.61173,12588.16
调查户6674,67,1,0,1,0,0,12.73445212,0,0,87.26554788,0,0,0,0,1,0,0,2000,700,3460,20,3,3,1,5065,95968.61173,12588.16
调查户6675,64,1,0,1,1,0,31.71611211,0,0,68.28388789,0,0,0,100,0.5,0,0,0,0,3206,40,1,1,0,6101,95968.61173,12588.16
调查户6676,69,1,0,1,0,50.1002004,8.016032064,0,0,41.88376754,1,0,0,180,0,0,0,0,0,3220,40,1,5,0,9980,95968.61173,12588.16
调查户6677,77,1,0,1,0,0,50,0,0,50,0,0,0,200,0,0,0,0,0,3440,40,1,5,0,9200,95968.61173,12588.16
调查户6678,63,1,0,1,0,0,30.58321479,0,0,69.41678521,0,0,0,0,2,0,0,0,0,3320,60,1,5,0,7030,95968.61173,12588.16
调查户6679,68,1,0,1,1,0,21.66666667,0,3,75.33333333,0,0,0,175,0,1,0,4000,1500,3560,140,3,2,0,6000,95968.61173,12588.16
调查户6680,53,3,1,0,0,0,2.416464176,0,0.00402744,97.57950838,0,1,1,0,0,0,0,2000,0,12812,360,3,5,0,24829.66667,95968.61173,12588.16
调查户6681,50,2,0,0,1,53.19148936,27.12765957,0,0,19.68085106,1,0,1,0,3,0,0,0,0,400,260,3,1,0,5640,95968.61173,12588.16
调查户6682,79,1,0,1,0,0,11.56069364,0,1.926782274,86.51252408,0,0,0,150,0,1,0,2000,700,3530,20,1,3,0,5190,95968.61173,12588.16
调查户6683,74,1,0,1,0,0,13.62260343,0,0,86.37739657,0,0,0,0,1,0,0,0,0,3320,35,1,3,0,4955,95968.61173,12588.16
调查户6684,82,1,0,1,0,0,12.14574899,0,2.024291498,85.82995951,0,0,0,150,0,1,0,500,500,3280,20,1,3,0,4940,95968.61173,12588.16
调查户6685,66,1,0,1,0,45.92422503,6.888633754,0,0,47.18714122,0,1,0,350,0,0,0,3600,2800,3370,140,2,5,0,8710,95968.61173,12588.16
调查户6686,72,5,0,1,1,38.47929814,10.3894105,0,0,51.13129137,1,1,1,0,5,0,0,7000,2000,800,200,2,1,0,12994,95968.61173,12588.16
调查户6687,30,3,1,0,0,0,3.545400827,0,0,96.45459917,0,1,1,250,0,1,0,1000,0,0,214,2,4,1,16923.33333,95968.61173,12588.16
调查户6688,41,3,1,0,1,0,7.762557078,0,0,92.23744292,0,1,1,0,1.5,0,0,2000,0,200,196,2,1,1,9125,95968.61173,12588.16
调查户6689,58,2,0,0,0,23.10803004,16.75332178,0,0,60.13864818,1,0,1,0,3.5,0,0,6000,0,420,70,1,5,0,8655,95968.61173,12588.16
调查户6690,73,1,0,1,0,0,23.57142857,0,0,76.42857143,0,0,0,0,1,0,0,2000,0,3320,20,1,3,0,5600,95968.61173,12588.16
调查户6691,66,1,0,1,0,0,8.021390374,0,0,91.97860963,0,0,0,150,0,0,0,2000,0,5820,80,1,3,0,7480,95968.61173,12588.16
调查户6692,65,1,0,1,0,0,12.29508197,0,0,87.70491803,0,0,0,150,0,0,0,1000,0,3220,80,1,3,0,4880,95968.61173,12588.16
调查户6693,63,1,0,1,0,0,23.15925447,0,0,76.84074553,0,0,0,0,1,0,0,1000,228,3204,40,1,3,0,5419,95968.61173,12588.16
调查户6694,68,1,0,1,0,0,11.62790698,0,0,88.37209302,0,0,0,250,0,0,0,500,0,3200,40,1,3,0,5160,95968.61173,12588.16
调查户6695,67,1,0,1,0,16.52892562,14.7107438,0,0,68.76033058,1,0,0,0,1,0,0,700,0,3200,70,3,3,0,6050,95968.61173,12588.16
调查户6696,89,1,0,1,0,0,34.90870032,0,0,65.09129968,0,0,0,130,0,1,0,0,0,3888,90,2,3,0,7448,95968.61173,12588.16
调查户6697,77,1,0,1,0,0,12.59445844,0,0,87.40554156,0,0,0,200,0,0,0,300,0,3204,45,1,3,0,4764,95968.61173,12588.16
调查户6698,74,1,0,1,0,0,12.24489796,0,0,87.75510204,0,0,0,210,0,1,0,8000,8000,3340,35,1,3,0,4900,95968.61173,12588.16
调查户6699,76,1,0,1,0,0,10.90909091,0,0,89.09090909,0,0,0,200,0,0,0,2000,2000,3340,30,2,3,0,5500,95968.61173,12588.16
调查户6700,70,1,0,1,1,0,27.6816609,0,0,72.3183391,0,0,0,150,0,0,0,300,0,3220,40,2,2,0,5780,95968.61173,12588.16
调查户6701,72,1,0,1,0,0,20.36363636,0,0,79.63636364,0,0,0,0,1,0,0,200,100,3420,20,1,3,0,5500,95968.61173,12588.16
调查户6702,69,1,0,1,0,0,21.57564906,0,0,78.42435094,0,0,0,0,1,0,0,200,0,3420,30,1,5,0,5585,95968.61173,12588.16
调查户6703,66,1,0,1,0,0,12.52609603,0,0,87.47390397,0,0,0,350,0,0,0,200,0,3230,15,1,3,0,4790,95968.61173,12588.16
调查户6704,74,1,0,1,0,0,23.10838446,0,0,76.89161554,0,0,0,0,1,0,0,2000,2000,3200,30,1,3,0,4890,95968.61173,12588.16
调查户6705,72,1,0,1,1,0,2.004677581,0,0,97.99532242,0,0,0,100,0,0,0,70,0,28370,60,2,2,0,29930,95968.61173,12588.16
调查户6706,72,1,0,1,0,0,4.336652747,0,0,95.66334725,0,0,0,0,1,0,0,100,0,28720,60,2,5,0,31130,95968.61173,12588.16
调查户6707,62,1,0,1,0,0,2.34354797,0,0,97.65645203,0,0,0,0,1.7,0,0,60,0,28651,60,2,5,0,30936,95968.61173,12588.16
调查户6708,67,1,0,1,0,6.186204763,1.855861429,0,0,91.95793381,1,0,0,130,0,0,0,0,0,28370,60,2,3,0,32330,95968.61173,12588.16
调查户6709,73,1,0,1,0,0,1.843261344,0,0,98.15673866,0,0,0,150,0,0,0,200,200,30991,60,2,5,0,32551,95968.61173,12588.16
调查户6710,80,1,0,1,1,0,1.951854262,0,0,98.04814574,0,0,0,125,0,0,0,1000,1000,29180,60,2,1,0,30740,95968.61173,12588.16
调查户6711,63,1,0,1,0,3.217503218,1.930501931,0,0,94.85199485,1,0,0,130,0,0,0,2000,90,28520,60,2,5,0,31080,95968.61173,12588.16
调查户6712,64,1,0,1,0,0,3.99869961,0,0,96.00130039,0,0,0,0,1.3,0,0,100,100,28570,60,2,5,0,30760,95968.61173,12588.16
调查户6713,78,1,0,1,0,0,1.629106706,0,0,98.37089329,0,0,0,150,0,0,0,1000,1000,35270,60,2,5,0,36830,95968.61173,12588.16
调查户6714,65,1,0,1,0,0,26.99490662,0,0,73.00509338,0,0,0,0,2,0,0,400,0,3340,100,1,3,0,5890,95968.61173,12588.16
调查户6715,79,1,0,1,1,0,12.5,0,0,87.5,0,0,0,500,0,1,0,700,0,3240,40,2,2,0,4800,95968.61173,12588.16
调查户6716,63,1,0,1,0,17.30103806,10.38062284,0,0,72.3183391,0,1,0,300,0,0,0,2000,0,3220,30,3,3,0,5780,95968.61173,12588.16
调查户6717,62,1,0,1,0,28.34065467,8.502196401,0,0,63.15714893,1,0,0,200,0,1,0,0,0,3497,80,1,5,0,7057,95968.61173,12588.16
调查户6718,69,1,0,1,0,0,12.52609603,0,0,87.47390397,0,0,0,400,0,1,0,300,0,3230,10,1,5,0,4790,95968.61173,12588.16
调查户6719,65,1,0,1,0,0,12.5,0,0,87.5,0,0,0,400,0,1,0,400,0,3240,13,2,5,0,4800,95968.61173,12588.16
调查户6720,61,1,0,1,0,0,21.13207547,0,0,78.86792453,0,0,0,0,1,0,0,200,0,3220,65,1,4,0,5300,95968.61173,12588.16
调查户6721,64,1,0,1,1,0,20.90823084,0,0,79.09176916,0,0,0,150,1,0,0,0,0,3220,65,1,2,0,5285,95968.61173,12588.16
调查户6722,64,1,0,1,0,0,27.17770035,0,0,72.82229965,0,0,0,0,2.2,0,0,200,0,3220,40,2,5,0,5740,95968.61173,12588.16
调查户6723,67,1,0,1,0,0,21.13207547,0,0,78.86792453,0,0,0,0,1,0,0,200,0,3220,40,1,3,0,5300,95968.61173,12588.16
