id,p11,p13,p16,p18,p20,p22,p23,p24,p27,p28,p33,p35,p39,p43,p46,p50,p52,p56,p58,p60,p65,p68,p73,p77,income,p82,p85
调查户6724,65,1,0,1,0,0,21.13207547,0,0,78.86792453,0,0,0,0,1,0,0,100,0,3220,20,1,5,0,5300,95968.61173,12588.16
调查户6725,66,1,0,1,0,15.38461538,9.230769231,0,3.076923077,72.30769231,1,0,0,150,0,1,0,400,0,3340,95,2,3,0,6500,95968.61173,12588.16
调查户6726,67,1,0,1,1,0,12.19512195,0,2.032520325,85.77235772,0,0,0,130,0,1,0,30000,21000,3260,20,2,1,0,4920,95968.61173,12588.16
调查户6727,63,1,0,1,1,25.67394095,18.8703466,0,0,55.45571245,1,0,0,0,1.4,0,0,0,0,3360,35,1,2,0,7790,95968.61173,12588.16
调查户6728,70,1,0,1,0,0,21.77055104,0,0,78.22944896,0,0,0,0,1.5,0,0,0,0,3370,60,2,5,0,5535,95968.61173,12588.16
调查户6729,62,3,0,1,1,0,14.76923077,0,0,85.23076923,0,1,1,0,4,0,0,20000,10000,560,160,3,1,1,10833.33333,95968.61173,12588.16
调查户6730,77,1,0,1,1,0,36.04568166,0,0,63.95431834,0,0,0,0,2.5,0,0,600,0,3520,20,2,2,0,7005,95968.61173,12588.16
调查户6731,71,1,0,1,0,0,12.14574899,0,0,87.85425101,0,0,0,250,0,1,0,0,0,3380,50,1,5,0,4940,95968.61173,12588.16
调查户6732,79,1,0,1,0,0,6.012024048,0,0,93.98797595,0,0,0,100,0,1,0,0,0,8420,60,1,5,0,9980,95968.61173,12588.16
调查户6733,71,1,0,1,0,0,24.11347518,0,0,75.88652482,0,0,0,0,1,0,0,1000,700,3320,20,1,5,0,5640,95968.61173,12588.16
调查户6734,70,1,0,1,0,0,38.8518024,0,0,61.1481976,0,0,0,0,3,0,0,1000,0,3620,20,2,5,0,7490,95968.61173,12588.16
调查户6735,46,5,0,0,0,23.20634307,14.27190099,0,0,62.52175595,1,1,1,0,4.5,0,0,1200,600,5630,160,2,5,0,10342,95968.61173,12588.16
调查户6736,42,3,0,0,1,61.685702,15.46815709,0,1.121558218,21.72458269,1,1,1,0,1.5,1,0,2200,1200,1342,354,3,1,0,17832.33333,28724.92853,12166.66023
调查户6737,65,4,0,1,1,6.537514437,19.37283445,0,1.699753754,72.38989736,1,1,1,0,0.9,1,0,2000,1400,559,399,3,1,0,11472.25,28724.92853,12166.66023
调查户6738,54,4,0,0,1,45.1270383,13.57603337,0,1.137656428,40.1592719,1,1,1,80,1,1,0,2000,2000,1380,320,3,1,0,13185,28724.92853,12166.66023
调查户6739,57,2,0,0,1,0,15.8689625,0,2.736028017,81.39500948,0,1,1,0,3,1,0,2000,1200,1804,120,3,1,0,27412,28724.92853,12166.66023
调查户6740,57,3,0,0,1,31.85524975,37.6656473,0,0.713557594,29.76554536,1,1,0,0,4.2,1,0,300,0,1880,86,2,1,0,13080,28724.92853,12166.66023
调查户6741,50,4,0,0,1,0,52.33800761,0,-0.260647448,47.92263984,0,1,1,0,5.3,0,1,1200,0,706,360,3,1,0,9591.5,28724.92853,12166.66023
调查户6742,44,3,0,0,1,0,4.103967168,0,2.27998176,93.61605107,0,1,1,400,0,1,0,4000,0,780,360,3,1,0,14620,28724.92853,12166.66023
调查户6743,49,4,0,0,1,35.58845511,12.31360547,0,0,52.09793943,1,1,1,0,4,0,0,12000,9600,1698,420,3,1,0,14049.5,28724.92853,12166.66023
调查户6744,46,4,0,1,0,17.82912566,14.04043646,0,2.317786336,65.81265155,1,1,0,0,2,1,0,800,300,1403,420,3,5,0,14022,28724.92853,12166.66023
调查户6745,38,3,0,0,1,11.66475494,22.84347843,0,0,65.49176663,1,1,1,0,4,0,1,500,0,2347,360,3,1,1,17145.66667,28724.92853,12166.66023
调查户6746,46,3,1,0,1,0,10.55465548,0,4.288573335,85.15677118,0,1,1,0,3,1,0,2000,1200,16684,120,3,1,0,27981.33333,28724.92853,12166.66023
调查户6747,38,4,1,1,0,13.58954149,18.48177642,0,0.815372489,67.1133096,1,1,0,0,4.3,1,0,1000,0,2026,480,3,5,0,18396.5,28724.92853,12166.66023
调查户6748,60,2,0,0,1,0,81.09779668,0,-4.638577503,23.54078083,0,0,1,0,20,0,1,5000,4293,8945,220,2,1,0,32337.5,28724.92853,12166.66023
调查户6749,49,3,0,1,1,52.16710864,13.47650306,0,0,34.3563883,0,1,1,0,2.5,0,0,14500,6720,529,220,2,1,0,23003,28724.92853,12166.66023
调查户6750,30,4,1,0,1,0,18.04222649,0,0,81.95777351,0,1,1,0,2,0,0,5000,4500,10900,194,3,1,1,13025,28724.92853,12166.66023
调查户6751,65,2,0,1,1,0,35.23439833,0,0,64.76560167,0,1,1,0,3,0,0,9000,450,1890,115,2,1,0,16745,28724.92853,12166.66023
调查户6752,53,2,0,0,1,14.45295563,55.49934962,23.12472901,-1.445295563,8.368261309,1,0,1,0,10,0,1,2800,2000,1095,240,2,1,0,17297.5,28724.92853,12166.66023
调查户6753,55,1,0,0,0,83.56545961,11.97771588,0,0,4.456824513,0,1,1,0,2.2,0,0,500,0,320,375,3,5,0,28720,28724.92853,12166.66023
调查户6754,46,4,1,0,1,78.25338446,17.37225135,0,0,4.374364191,1,0,1,0,3.3,0,0,500,0,477,240,3,2,0,9584.25,28724.92853,12166.66023
调查户6755,56,4,1,0,0,24.24389357,75.45911873,0,-1.515243348,1.812231044,1,0,0,0,15,0,1,1500,700,598,280,3,5,0,8249.5,28724.92853,12166.66023
调查户6756,39,3,1,0,0,12.69389931,32.49638224,0,0.634694966,54.17502348,1,1,0,1000,0,1,0,300,0,1839,330,3,5,0,13129.66667,28724.92853,12166.66023
调查户6757,90,3,0,1,1,43.19654428,8.084233261,0,0.287976962,48.4312455,1,1,1,0,2.7,1,0,6000,4800,12951,400,3,1,0,46300,28724.92853,12166.66023
调查户6758,56,3,1,0,1,0,29.96913359,35.89117795,0,34.13968846,0,1,1,0,5,0,0,2000,0,2792,270,3,1,1,9287.333333,28724.92853,12166.66023
调查户6759,32,3,1,0,1,0,99.89892183,0,-1.516172507,1.617250674,0,0,0,0,15,0,1,1000,0,960,360,3,1,0,19786.66667,28724.92853,12166.66023
调查户6760,43,5,0,1,1,0,6.90583433,0,0.703779295,92.39038637,0,1,0,100,1,1,0,3000,2700,951,120,2,2,0,11367.2,28724.92853,12166.66023
调查户6761,20,4,0,0,1,0,99.60809928,0,0,0.391900718,0,0,1,0,4,0,0,12000,6500,0,110,2,1,0,19137.5,28724.92853,12166.66023
调查户6762,48,2,0,0,1,30.33888535,36.86022876,0,0.254846637,32.54603926,1,1,1,0,7,0,0,6000,4000,555,100,2,1,0,32961,28724.92853,12166.66023
调查户6763,29,7,0,1,1,62.20568933,30.87081744,0,0,6.923493223,1,0,1,0,4.8,0,0,6500,3500,1512,212,2,1,0,9186.114286,28724.92853,12166.66023
调查户6764,47,4,0,0,1,27.35081696,21.65130557,7.122608584,0,43.87526888,1,1,1,0,3,0,0,4000,2000,600,80,2,1,0,17549.75,28724.92853,12166.66023
调查户6765,61,2,0,1,1,47.54465802,30.22481831,0,0,22.23052367,1,0,1,0,4,0,0,4000,2400,2036,110,2,1,0,14723,28724.92853,12166.66023
调查户6766,35,3,1,0,1,17.92917974,24.96638279,0,0,57.10443747,1,1,1,0,3,0,0,2000,1000,450,90,2,1,0,18591.66667,28724.92853,12166.66023
调查户6767,48,3,0,0,1,71.20554951,26.63144064,0,0,2.163009847,1,0,1,0,6,0,0,9000,5000,581,297,3,2,0,23593.66667,28724.92853,12166.66023
调查户6768,77,3,0,1,1,12.4077176,49.01048452,0,0,38.58179788,1,0,1,400,0,1,0,3000,1500,8478,130,1,1,0,10746,28724.92853,12166.66023
调查户6769,43,2,0,0,1,0,3.848620911,0,0.769724182,95.38165491,0,1,1,240,0,1,0,100,0,940,230,3,2,0,15590,28724.92853,12166.66023
调查户6770,41,2,0,0,0,0,1.813510654,0,0.362702131,97.82378721,0,1,1,25,0,1,0,100,0,650,100,3,4,0,33085,28724.92853,12166.66023
调查户6771,42,2,0,0,1,0,17.82386778,54.01172054,0,28.16441168,0,1,1,0,3,0,0,5000,3500,669,650,3,1,0,18514.5,28724.92853,12166.66023
调查户6772,64,7,1,1,1,0,32.18486617,57.88644994,0,9.928683894,0,0,1,0,5,1,0,6000,3000,1828,1250,3,2,1,6169.714286,28724.92853,12166.66023
调查户6773,45,1,0,0,1,3.394663589,20.70744789,0,0.339466359,75.55842216,1,1,1,150,0,1,0,3000,0,758,300,3,2,1,29458,28724.92853,12166.66023
调查户6774,38,3,1,0,1,84.91847826,7.642663043,0,0,7.438858696,1,0,1,300,0,0,0,5000,3000,1152,350,3,2,1,7850.666667,28724.92853,12166.66023
调查户6775,57,5,1,0,1,0,25.72216939,0,0.311783871,73.96604674,0,1,1,0,8,1,0,10000,1000,1147,220,3,2,1,12829.4,28724.92853,12166.66023
调查户6776,40,4,0,1,1,9.405568096,16.93002257,0,0.188111362,73.47629797,1,1,1,0,3,1,0,2000,1200,1040,80,2,1,0,13290,28724.92853,12166.66023
调查户6777,50,2,0,0,0,80.46790597,8.456580859,0,0.745073203,10.33043997,1,0,1,0,1,1,0,7000,3000,833,200,3,4,0,13421.5,28724.92853,12166.66023
调查户6778,50,3,0,1,1,19.64636542,16.69941061,0,2.455795678,61.19842829,1,1,0,300,0,1,0,0,0,360,120,2,2,0,13573.33333,28724.92853,12166.66023
调查户6779,61,3,0,1,1,20.90872537,23.08001608,0,0,56.01125854,1,1,0,0,7,0,0,40000,24000,1965,200,2,1,0,20725,28724.92853,12166.66023
调查户6780,52,4,0,0,1,17.4392243,30.69303477,0,-0.697568972,52.5653099,1,1,0,0,11,0,1,500,0,1942,300,3,1,0,14335.5,28724.92853,12166.66023
调查户6781,79,2,0,1,0,18.44791539,41.20034436,0,4.919444103,35.43229615,1,0,0,300,0,1,0,0,0,1842,100,2,3,0,8131,28724.92853,12166.66023
调查户6782,35,5,0,0,1,21.43760585,59.59654426,0,0,18.96584989,1,0,1,0,12,0,0,0,0,7567,110,2,2,0,9329.4,28724.92853,12166.66023
调查户6783,72,4,1,1,0,61.48282098,18.80650995,0,0,19.71066908,1,1,1,420,0,0,0,1000,600,0,130,2,4,0,13825,28724.92853,12166.66023
调查户6784,48,3,1,0,1,33.93281303,34.61146929,0,0,31.45571768,1,1,1,0,5,0,0,2000,300,3165,200,2,2,1,14735,28724.92853,12166.66023
调查户6785,78,1,0,1,1,73.42683016,15.41963433,0,2.447561005,8.705974496,1,1,1,0,0,1,0,3000,0,1034,110,1,1,0,81714,28724.92853,12166.66023
调查户6786,53,4,0,0,1,20.91612633,82.61869902,0,-1.568709475,-1.966115875,1,1,1,0,12,0,1,2000,2000,200,220,3,1,0,11952.5,28724.92853,12166.66023
调查户6787,49,3,0,0,1,26.16641842,63.10736283,0,0,10.72621875,1,1,1,0,11,0,1,3000,0,2769,100,2,1,0,16560.66667,28724.92853,12166.66023
调查户6788,35,5,1,0,1,0,29.4213264,65.01950585,0,5.55916775,0,0,0,0,2,0,0,0,0,1750,300,3,2,0,6152,28724.92853,12166.66023
调查户6789,57,2,0,0,1,0,93.39342998,0,0,6.606570025,0,1,0,0,16,0,1,0,0,1244,190,2,1,0,24627,28724.92853,12166.66023
调查户6790,46,5,1,1,1,60.33807066,25.39966577,0,0,14.26226356,0,1,1,0,2.5,0,0,600,0,2282,340,3,1,0,6761.9,28724.92853,12166.66023
调查户6791,39,2,1,0,1,9.970421084,50.84914753,0,0,39.18043139,1,0,1,0,5,0,0,100,0,10309,180,2,1,0,15044.5,28724.92853,12166.66023
调查户6792,42,2,1,0,0,0,4.673807205,0,1.285296981,94.04089581,0,1,1,250,0,1,0,200,0,3665,168,2,4,0,12837.5,28724.92853,12166.66023
调查户6793,62,2,0,1,1,34.97182825,49.34913542,0,0,15.67903633,1,1,0,0,3.5,0,0,3000,2400,1075,280,3,1,0,12867.5,28724.92853,12166.66023
调查户6794,38,4,1,0,1,0,23.75242288,0,0,76.24757712,0,1,1,0,3,0,0,3000,0,2129,210,3,1,0,7609.75,28724.92853,12166.66023
调查户6795,61,6,0,1,1,0,82.82138794,0,0,17.17861206,0,1,1,0,6,0,0,1000,900,1630,270,3,1,0,7325,28724.92853,12166.66023
调查户6796,56,3,0,0,0,104.5861005,-36.08220467,0,-0.784395754,32.28049992,1,0,1,0,11,0,1,8000,6000,613,200,3,5,0,6374.333333,28724.92853,12166.66023
调查户6797,42,3,1,0,1,12.3685838,52.31910946,0,0,35.31230674,1,1,0,0,2.8,0,0,600,0,810,200,3,2,0,5390,28724.92853,12166.66023
调查户6798,39,4,1,0,0,19.51219512,49.49593496,0,0,30.99186992,1,0,1,0,2.6,0,0,500,0,2570,160,3,4,0,7687.5,28724.92853,12166.66023
调查户6799,39,3,1,0,0,22.37136465,6.196868009,0,-0.156599553,71.58836689,1,1,0,0,1.1,0,1,5500,4000,12500,270,3,5,1,14900,28724.92853,12166.66023
调查户6800,57,4,0,0,1,65.99208095,8.227012758,0,1.715794105,24.06511219,1,1,1,50,1,1,0,4200,4200,1240,150,2,1,0,11365,28724.92853,12166.66023
调查户6801,47,5,0,0,1,46.71441918,51.12633655,0,-1.868576767,4.027821032,1,0,1,0,20,0,1,4200,4200,2084,270,3,1,1,15412.8,28724.92853,12166.66023
调查户6802,42,3,1,0,1,0,5.507955936,0,0.917992656,93.57405141,0,1,1,150,0,1,0,300,0,540,240,3,1,0,10893.33333,28724.92853,12166.66023
调查户6803,36,3,1,0,1,0,69.00189913,0,0,30.99810087,0,0,1,0,7,0,0,20000,18000,1316,300,3,1,0,6318.666667,28724.92853,12166.66023
调查户6804,67,2,0,1,1,0,66.98096424,0,0,33.01903576,0,1,0,0,1.4,1,0,750,400,912,280,3,1,0,5621,28724.92853,12166.66023
调查户6805,57,2,0,0,1,57.81683626,12.4306198,0,3.815911193,25.93663275,1,0,1,0,2.5,1,0,5500,5500,1086,220,3,1,0,8648,28724.92853,12166.66023
调查户6806,49,3,0,0,1,0,20.15097505,0,0,79.84902495,0,1,1,0,3,1,0,1600,0,800,206,2,1,0,15896.66667,28724.92853,12166.66023
调查户6807,60,2,0,1,1,40.16709512,11.78904242,0,4.820051414,43.22381105,1,1,0,0,2.7,1,0,16000,11200,1791,339,3,1,0,12448,28724.92853,12166.66023
调查户6808,53,3,1,0,1,0,97.78555701,0,0,2.214442991,0,0,1,0,3.5,0,0,4000,3200,2957,110,3,1,0,71605.66667,28724.92853,12166.66023
调查户6809,55,2,1,0,0,16.61377947,26.74818494,0,0,56.63803559,1,1,0,0,7,0,0,500,0,2591,270,3,3,0,30095.5,28724.92853,12166.66023
调查户6810,54,3,0,1,1,0,88.80967142,0,-2.014879107,13.20520769,0,1,0,0,30,0,1,2300,1150,1960,240,3,1,0,21506.66667,28724.92853,12166.66023
调查户6811,47,3,0,0,1,0,57.9131789,12.16663422,0.087599766,29.83258711,0,0,0,0,10,0,0,35000,28000,2260,260,2,1,0,13698.66667,28724.92853,12166.66023
调查户6812,43,3,0,0,1,12.43151158,74.58906948,0,-3.453197661,16.4326166,1,0,0,0,20,0,1,2000,1200,15476,450,2,2,0,28958.66667,28724.92853,12166.66023
调查户6813,42,5,1,0,1,88.32323852,4.600168673,0,2.300084336,4.776508472,0,1,1,0,0,1,0,0,0,1615,360,2,2,1,13043,28724.92853,12166.66023
调查户6814,64,3,1,1,1,0,74.93634049,0,0,25.06365951,0,1,0,0,6,0,1,2000,0,1603,100,1,1,0,6414.333333,28724.92853,12166.66023
调查户6815,62,4,1,1,1,0,67.19805159,0,0,32.80194841,0,1,0,0,9,0,0,2000,1600,8312,150,1,1,0,9033,28724.92853,12166.66023
调查户6816,49,2,0,0,1,16.50192247,79.53926632,0,0,3.958811202,1,1,0,0,10,0,0,15000,8200,1779,390,3,1,0,30299.5,28724.92853,12166.66023
调查户6817,35,4,1,0,1,64.43298969,28.02835052,0,0,7.538659794,1,0,1,0,10,0,0,450,0,2100,110,2,1,0,7760,28724.92853,12166.66023
调查户6818,25,5,0,0,1,0,63.58790613,0,-3.538805211,39.95089908,0,1,1,0,26,0,1,37000,23000,2386,420,3,1,0,18085.2,28724.92853,12166.66023
调查户6819,29,3,0,0,1,0,96.23494302,0,-4.325165978,8.090222962,0,0,1,0,20,0,1,40000,33000,2511,225,3,1,0,15413.66667,28724.92853,12166.66023
调查户6820,41,4,1,0,1,33.79244448,51.27129507,0,-0.466102682,15.40236314,1,0,1,0,10,0,1,30000,25000,4029,240,3,2,0,10727.25,28724.92853,12166.66023
调查户6821,65,3,0,1,1,13.22401481,28.94589909,0,2.938669958,54.89141615,1,1,1,0,3,1,0,10000,0,3779,200,2,1,1,11343,28724.92853,12166.66023
调查户6822,40,6,1,0,0,44.44839541,47.82647346,0,-1.333451862,9.058582985,1,0,1,0,13,0,1,1000,0,3015,270,3,5,0,9374.166667,28724.92853,12166.66023
调查户6823,37,4,1,0,0,58.89281508,48.95956027,0,0,-7.852375344,1,1,0,0,2,1,0,2500,0,1280,360,3,4,0,12735,28724.92853,12166.66023
调查户6824,60,3,0,1,1,0,47.86204469,21.99542495,0,30.14253035,0,0,1,0,4,0,0,1000,400,3612,120,2,1,0,7577.333333,28724.92853,12166.66023
调查户6825,63,3,1,1,1,0,61.01005536,0,8.4736188,30.51632584,0,0,0,300,0,1,0,2000,1000,1882,150,2,1,0,5900.666667,28724.92853,12166.66023
调查户6826,60,7,1,1,1,11.13982711,32.7510917,0,1.782372338,54.32670885,1,1,0,0,4.5,1,0,3000,2000,2284,139,2,1,0,6412,28724.92853,12166.66023
调查户6827,80,2,0,1,0,0,64.15598291,0,1.068376068,34.77564103,0,0,0,0,1,1,0,500,0,3440,110,1,3,0,9360,28724.92853,12166.66023
调查户6828,54,3,0,0,1,39.75413596,8.164887924,0,2.446408367,49.63456775,1,0,1,0,1.5,1,0,5500,3500,6891,360,3,2,0,10900.33333,28724.92853,12166.66023
调查户6829,76,5,1,1,0,63.46949656,15.61349615,0,1.827921501,19.08908579,1,0,1,0,1,1,0,6000,3000,2719,300,3,4,0,7877.8,28724.92853,12166.66023
调查户6830,49,4,1,0,0,29.44888515,67.70438929,0,0,2.846725564,1,0,0,0,6.8,0,0,2500,1200,2530,360,3,5,0,17827.5,28724.92853,12166.66023
调查户6831,20,2,0,0,1,0,72.27603377,19.44995527,-1.555996421,9.830007391,0,1,0,0,7.6,0,1,20000,10000,1027,240,3,1,0,12853.5,28724.92853,12166.66023
调查户6832,45,2,0,0,0,78.53520621,15.48265494,0,0,5.98213885,1,1,0,0,3,0,0,1000,0,1666,300,3,5,0,22283,28724.92853,12166.66023
调查户6833,63,3,0,1,1,15.26694249,12.09141845,0,0,72.64163906,1,1,0,0,3,0,0,200,0,1221,300,3,1,0,21833.66667,28724.92853,12166.66023
调查户6834,41,4,1,0,0,41.44047076,40.23869711,0,0,18.32083212,1,1,0,0,3,0,0,500,0,1221,360,3,5,0,6032.75,28724.92853,12166.66023
调查户6835,55,4,0,1,0,0,61.04094574,0,0,38.95905426,0,1,0,0,7,0,0,1000,0,739,110,2,4,0,14232.25,28724.92853,12166.66023
调查户6836,38,6,1,0,0,58.87600357,41.4808207,0,0,-0.356824264,1,0,0,0,5,0,0,1000,600,800,270,3,5,0,9341.666667,28724.92853,12166.66023
调查户6837,61,2,0,1,1,23.85780747,25.05069784,0,3.57867112,47.51282357,1,0,1,0,0,1,0,1000,500,1126,270,3,1,0,8383,28724.92853,12166.66023
调查户6838,56,3,1,0,0,24.6127881,18.23104376,0,0.703222517,56.45294562,0,1,0,0,3,1,0,600,300,2111,440,2,5,0,18960.33333,28724.92853,12166.66023
调查户6839,48,3,0,0,1,52.06344799,34.18485995,0,0,13.75169206,1,1,1,0,3,0,0,3000,1500,762,345,3,2,0,9603.666667,28724.92853,12166.66023
调查户6840,57,5,0,0,0,68.18646726,26.30861195,0,0,5.50492079,1,0,0,0,7,0,0,3000,1500,2422,510,3,5,0,8799.4,28724.92853,12166.66023
调查户6841,65,2,0,1,0,0,43.35403727,0,4.968944099,51.67701863,0,0,1,0,2,1,0,18000,16200,1600,140,2,3,0,8050,28724.92853,12166.66023
调查户6842,51,5,0,0,1,0,15.01455155,88.19119852,-1.76382397,-1.441926096,0,0,0,400,1,0,1,150000,8700,153,140,2,1,1,4535.6,32934.95473,12661.579
调查户6843,68,6,1,1,1,87.94559099,7.03564728,0,1.17260788,3.846153846,0,1,0,180,0,1,0,20000,8000,468,160,2,1,0,8528,32934.95473,12661.579
调查户6844,74,2,0,1,0,0,8.010680908,80.10680908,0,11.88251001,0,0,0,300,0,0,0,500,0,0,110,1,3,0,7490,32934.95473,12661.579
调查户6845,71,7,1,1,1,72.38508867,8.716371094,0,0,18.89854023,0,1,1,0,2,0,0,10000,0,2409,170,2,2,1,7104.857143,32934.95473,12661.579
调查户6846,66,3,0,1,1,89.16629514,8.024966563,0,0,2.808738297,1,0,1,420,0,0,0,2000,300,1000,180,2,1,0,7476.666667,32934.95473,12661.579
调查户6847,58,6,1,0,1,102.8542042,-3.599897146,0,0,0.74569298,1,0,0,0,4,0,0,0,0,610,300,2,1,1,6481.666667,32934.95473,12661.579
调查户6848,47,4,0,0,1,100.4688547,9.109176155,0,0,-9.57803081,1,0,0,150,0.7,0,0,0,0,120,200,2,1,1,7465,32934.95473,12661.579
调查户6849,62,5,1,1,1,85.20998174,11.25989044,0,0,3.530127815,1,0,1,0,1.5,0,0,45000,27000,120,190,2,1,1,6572,32934.95473,12661.579
调查户6850,47,4,0,0,0,95.79249871,4.421192248,0,1.989536512,-2.20322747,1,1,0,100,0.8,1,0,3500,0,515,130,2,5,0,16963.75,32934.95473,12661.579
调查户6851,43,1,0,1,1,0,2.422578431,0,0,97.57742157,0,1,0,180,0,0,0,4500,2500,447,90,2,1,0,24767,32934.95473,12661.579
调查户6852,65,7,1,1,1,82.36553826,10.61485874,0,0,7.019602998,0,1,1,0,2,0,0,4000,1000,479,180,2,1,1,6937.714286,32934.95473,12661.579
调查户6853,75,1,0,1,1,0,8.53485064,0,5.689900427,85.77524893,0,0,1,100,0,1,0,0,0,2100,110,2,1,1,7030,32934.95473,12661.579
调查户6854,71,4,1,1,1,0,7.06921944,0,0,92.93078056,0,1,1,500,0,1,0,200,0,270,100,2,1,1,8487.5,32934.95473,12661.579
调查户6855,67,1,0,1,1,0,6.276150628,0,0,93.72384937,0,0,1,0,0,0,0,100,0,650,120,2,1,0,9560,32934.95473,12661.579
调查户6856,74,5,1,1,1,0,4.961137754,0,2.480568877,92.55829337,0,0,0,540,0,1,0,10000,0,55300,180,2,1,0,12094,32934.95473,12661.579
调查户6857,70,4,1,1,0,0,2.891392085,0,2.981748087,94.12685983,0,1,0,0,0,1,0,1000,0,67650,180,2,3,0,20751.25,32934.95473,12661.579
调查户6858,43,2,0,0,1,62.89308176,9.696016771,0,0,27.41090147,1,1,1,100,1,0,0,3000,1500,100,150,2,1,0,9540,32934.95473,12661.579
调查户6859,43,3,0,1,1,94.42870633,7.554296506,0,1.007239534,-2.990242367,1,0,0,0,0.8,1,0,5000,0,160,180,2,1,0,10590,32934.95473,12661.579
调查户6860,59,2,0,1,1,0,6.564910553,59.08419498,0,34.35089447,0,0,1,300,0,1,0,10000,5000,3659,60,2,1,0,9139.5,32934.95473,12661.579
调查户6861,38,5,1,0,1,81.07112148,8.684436801,0,0,10.24444171,1,0,1,100,1,0,0,3000,1000,460,150,2,1,1,8141,32934.95473,12661.579
调查户6862,42,4,1,0,1,90.15777611,11.45755071,0,0,-1.615326822,1,1,0,0,1,0,0,3000,1000,50,100,2,1,0,6655,32934.95473,12661.579
调查户6863,36,3,1,0,1,88.22232025,2.646669607,0,1.705631525,7.425378621,1,0,1,240,0,1,0,6000,0,420,90,4,1,1,22670,32934.95473,12661.579
调查户6864,41,5,1,0,1,0,104.8597909,0,-18.41730038,13.55750951,0,0,1,0,42,0,1,3000,0,2234,220,2,1,1,6732.8,32934.95473,12661.579
调查户6865,70,2,0,1,1,0,5.049396268,0,1.492864984,93.45773875,0,0,1,0,2,1,0,11000,0,1060,234,2,1,1,22775,32934.95473,12661.579
调查户6866,84,2,0,1,1,0,5.233318796,0,0,94.7666812,0,0,1,0,0,1,0,10000,3600,710,60,1,1,0,11465,32934.95473,12661.579
调查户6867,49,4,1,0,1,0,130.1369863,0,-23.48336595,-6.653620352,0,0,1,0,44,0,1,2000,0,1200,160,2,1,0,5110,32934.95473,12661.579
调查户6868,53,3,0,0,1,0,36.39657444,0,-6.587615283,70.19104084,0,1,1,0,30,0,1,4000,1600,16900,180,2,1,1,20240,32934.95473,12661.579
调查户6869,64,2,0,1,1,0,20.82488168,0,0,79.17511832,0,0,1,0,3,0,0,4500,0,4150,80,4,1,1,7395,32934.95473,12661.579
调查户6870,64,2,0,1,1,0,27.38402062,0,0,72.61597938,0,0,1,0,4.5,0,0,5000,0,1210,150,2,1,0,7760,32934.95473,12661.579
调查户6871,49,4,0,1,1,0,50.13428827,0,-8.952551477,58.81826321,0,1,1,0,16,0,1,5000,0,1350,220,2,1,1,5585,32934.95473,12661.579
调查户6872,57,5,0,0,1,54.88474204,6.464202952,36.58982803,-0.012196609,2.073423588,1,1,0,0,4,1,1,400,0,900,130,2,1,1,32796,32934.95473,12661.579
调查户6873,58,4,0,0,1,91.47271064,8.791543856,0,0.304909035,-0.569163533,1,1,0,0,5,1,1,2000,0,0,130,2,1,1,24597.5,32934.95473,12661.579
调查户6874,62,3,1,1,1,78.66170224,20.32093975,0,2.622056741,-1.604698726,1,0,0,0,3,1,0,0,0,840,160,2,1,0,12712.66667,32934.95473,12661.579
调查户6875,39,4,1,0,1,101.0271089,6.230005051,0,-0.589324802,-6.66778919,1,0,0,0,2,0,1,10000,5000,480,150,2,1,1,14847.5,32934.95473,12661.579
调查户6876,68,5,1,1,1,66.62280775,15.48941557,0,0,17.88777669,1,1,0,0,2,0,0,4000,0,400,160,2,1,1,12008.2,32934.95473,12661.579
调查户6877,71,7,1,1,0,67.76598148,25.97695957,0,2.258866049,3.998192907,1,0,0,0,2,1,1,150000,55000,550,160,2,4,1,6324.285714,32934.95473,12661.579
调查户6878,40,4,1,0,1,97.45448875,4.658324562,0,0.877090399,-2.989903715,1,0,0,150,1.4,1,0,0,0,510,200,2,1,1,12826.5,32934.95473,12661.579
调查户6879,67,3,1,1,1,82.48783304,11.13585746,0,-0.494926998,6.871236493,0,1,0,0,3,0,1,2000,0,845,90,2,1,0,20205,32934.95473,12661.579
调查户6880,72,4,1,1,1,80.11536613,8.732574908,0,1.922768787,9.229290178,0,1,1,0,1,1,0,3000,0,2000,160,2,1,1,15602.5,32934.95473,12661.579
调查户6881,80,2,0,1,1,0,15.26452732,0,0,84.73547268,0,0,0,180,1,0,0,200,0,450,50,2,1,0,5765,32934.95473,12661.579
调查户6882,66,5,1,1,1,90.22556391,4.511278195,0,0,5.263157895,1,0,0,300,0,0,0,0,0,340,140,2,1,1,13300,32934.95473,12661.579
调查户6883,49,3,1,0,1,95.96928983,4.958413308,0,0.639795266,-1.567498401,1,1,0,0,2,1,0,0,0,460,180,2,1,0,20840,32934.95473,12661.579
调查户6884,55,4,0,0,1,51.43591942,9.001285898,0,0,39.56279468,1,1,0,0,1,0,0,4000,0,100,70,2,1,0,11665,32934.95473,12661.579
调查户6885,42,4,1,0,1,79.23930269,6.339144216,0,0,14.42155309,0,1,1,360,0,0,0,20000,3000,160,40,2,1,0,9465,32934.95473,12661.579
调查户6886,53,3,1,0,1,99.50248756,7.048092869,0,0,-6.550580431,1,0,0,0,1,0,0,3000,1000,100,160,2,1,0,12060,32934.95473,12661.579
